,text,topic
2130,"A new and innovative show with a great cast that keeps you on the edge of your seat. Lake Bell is wonderful..it is to bad that her other show ""Miss Match"" was canceled. I am just glad she came back on ""Surface"". I can't wait for the return of ""Surface"". This show is really something unique to watch. With an eerie underwater world that is akin to Jurassic Park, this show keeps you wondering what is next. Nim is adorable even if he is going to turn into something larger and much more ominous. There are so many generic shows out there that just seem to rehash the same old subjects. When something like ""Surface"" comes along you just have to say ""THANK YOU!"".",movie
2131,"Kind of hard to believe that the movie from this book could succeed in topping its awfulness! The plot is so contrived and unbelievable. . . starting with laying a ton of guilt on a small child to spare her pain! Then we have the collusive behavior of at least six and maybe more people(including clergy) involved in what is a crime everywhere. Next we have a wife who seemingly in the length of a ferry ride goes from being comparatively happy to very shortly kicking over the traces. A very unpleasant and coo coo mother, aided, abetted and supported by a politically correct group of friends! Moving the setting from an island off the coast of South Carolina, did not help the story although it may have helped the film makers budget. The very beautiful buildings supposedly housing the monastery did not seem to logically suit an island small enough to need golf carts and such a small ferry service. Kim Basinger whom I do really like is painfully thin in this movie and her hairdo certainly belongs in another decade. Also there is simply no chemistry at all between her and either of the male leads. I thoroughly disliked the book from which this was taken but did read it all. The movie I kept surfing back and forth to, had to leave whenever that saccharine music got too much. Unless you like an unbelievable story, wooden acting, a contorted mixture of religious/mythological/allegory my advice is to skip this one. Oh and maybe a small carping criticism, but wouldn't a caring father have a life jacket on a small child on a small boat? The best part of this movie is the scenery",movie
2132,"Bodega Dreams is a shiny penny in the middle of nothingness. Vivid characters and fresh dialogue. Ernesto Quinonez has succeeded in accomplishing a novel that spills out sad and beautiful truths without worrying about who its spilled on. This book is reminiscent of authors such as Piri Thomas, Junot Diaz and Abraham Rodriguez Jr. but Mr. Quinonez is still able to carve his own niche into the land of Latino Literature.",book
2133,"We had a group of 8 upstairs in a semi private space.   Everyone had a great time and enjoyed the atmosphere and wonderful food.   From the bread to the oysters and meatballs for apps with our cocktails, then on to main courses with fine bottles of bordeaux wine, and finally the tasty desserts, we were all very pleased.  Service was outstanding! My husband had the prime rib and I had the salmon dish which were both delicious. Our friend said the Duck L'orange was outstanding too....Highly recommend Rochambeau for a night out with friends.",restaurant
2134,"I can only speak for the bar and the quick drink I had here. I was walking down the waterway trying to walk off all the food and drink of my trip. I decided to stop here for the bar and a quick break before heading back to the shopping area closer to my hotel. It was right around lunch time on New Year's Day. So it was slow but there were some people at the bar and the tables eating lunch and having some beer. 

The bartender was friendly. And the drinks were good. But the entire place is just adorable. The decor and the building are very homey and welcoming. We sat by the fire and enjoyed a little break. The hotel lobby was similarly decorated and has nice little touches like fruit infused water. 

I'll definitely look into the hotel the next time we come to Portland. If the decor and restaurant are any indication, it'll be a great hotel too!",restaurant
2135,"Consistently very good!!!

I haven't tried e'thing on menu but what I have sampled has always been tasty!

Staff is always friendly, helpful & courteous.

A ""go-to"" place in midtown ATL!

Great view of midtown skyline as well",restaurant
2136,"This has to rate as one of the cheesiest of TV shows in a long time.<br /><br />Jose Ferrer played the title character, Nemo. He did the part justice and certainly looked the part. But nowadays, it strikes me that the Nemo he was made up to be bore more than a passing resemblance to Captain Bird's Eye, from the TV commercials. Or maybe it's the other way around.<br /><br />His nemesis, Professor Cunningham, was overacted brilliantly by Burgess Meredith. He never seemed to get over his ""Penguin"" days from Batman. Although he doesn't do his Penguin ""quack"" here, he is without parallel as the maniacal Professor. Only John Colicos, of Battlestar Galactica fame, chewed up the scenery better as a maniacal despot.<br /><br />I never can recall what the grudge was between Nemo and Cunningham, but it must have been severe, since the Prof. never missed a chance to try and scupper Nemo, and vice-versa.<br /><br />The effects were nothing special, though Prof. Cunningham's submarine was way better looking than Nemo's. It also had a crew of strange, fish-like amphibians that served Cunningham and did his every bidding.<br /><br />However, the most memorable aspect of the whole show was Prof. Cunningham's secret weapon. The Delta Beam! He was forever saying ""Fire Delta Beam!"", whereupon, a fishy crewman would horribly overract the motion of firing the weapon by use of a full shoulder shrug. Truly priceless! They don't make them like this anymore, and perhaps just as well. But like other series of this era, for those who remember it, it will always have an affectionate, if cheddar-covered, place in our hearts.",movie
2137,"I ordered the ahi tuna roll, it was $14 and in the appetizer section, but it is definitely filling enough for a meal. It was very aesthetically pleasing and was delicious! It also came with a small arugula salad which was pretty good. I also ordered the small caesar salad for $6 and it was the best caesar salad I've ever had!",restaurant
2138,"Although this book could be a bit of a headache for anyone who's grown accustomed to an easy pulp-fiction read, it is nevertheless impeccably researched. The material presented, everything from court documents to official correspondence to casual correspondence, presents a startling factual picture of &quot;the ties that bind&quot;, and manages to avoid the Usenet-style conspiratorial bent that shows up in most other books documenting the strange Dulles-Kennedy-Bush triangle. American history at its strangest!Five stars for tracking down and formatting the immense volume of material in this book, and five stars for having the couage to print it. A bargain at any price- in fact I'll trade my copy for a nice Texas gusher, if anyone's interested...",book
2139,"This is a brilliant condensed volume of information designed to inspire and inform the reader on the benefits of developing emotional intelligence. Emotional Intelligence is the basis of success, it allows you to cope constructively with no matter what ever life hands you. The online test also gives the reader greater insight into how their skills can be developed.Well done. I would recomend this to my clients and readers as being a no nonsense resource. I have studdied and worked with developing resources arround Emotional Intelligence for years and this is good.A great practical down to earth book which reinforces values ""A wonderfuly practical book that will change your life."" TRUITY Williams from Wanabelong, author of Workbook of Choices, Sweetest Revenge - a successful life and Feathers in the Mist.",book
2140,"STORY Chinese Tall Story tells the story of righteous monk Tripitaka, who, along with his guardians Monkey, Sandy and Pigsy make their journey west on a quest to recover ancient Sutras, finally, they reach the final leg of their journey in Shache City But all is not as it seems when the city is attacked by evil tree demons. Monkey tries his best to battle them but is overwhelmed, knowing his master is in grave danger, he uses his trusty golden staff to thrust Tripitaka to safety.<br /><br />The monk ends up being knocked out when he land and when he wakes up he finds himself in the presence of a young lizard imp named Maiyan who takes quite a shine to our young hero, after many verbal misunderstandings Maiyan becomes convinced Tripitaka loves her, so when the monk decides he must rescue Monkey and the others, she insists on accompanying him. So the mismatched pair begins their adventure together.<br /><br />REVIEW Okay, so, it's another Journey To The West movie, which isn't a bad thing to me since I love the story and the characters associated with it, so I was a little excited to get my hands on the DVD. So I think I'll start off my review with the story, which is all over the place, at first it was your standard fantasy film, then it became a ridiculous comedy then suddenly became full blown sci-fi, if the director Jeff Lau was experimenting with mixing genres then he did a pretty scatological job with this movie. I think it's a pretty unique approach by having the story centre on a character other then the infamous Monkey King, especially taking a character as pacifistic as Tripitaka and then putting him into what is at it's core a love story. So overall, I liked it.<br /><br />The acting is for the most part solid, with leads Nicholas Tse and Charlene Choi putting in some really good performances, though Ah Char does spend most of her screen time behind some rather ugly make up. The supporting cast is nicely put together, it includes all the usual EEG main stays so Boy'Z and Isabella Leong make appearances, one actor I'd like to mention is Wilson Chen, who plays the Monkey King, he did a good job with the limited material he seemed to have been given, he played a version of the Monkey King who was subdued yet arrogant, I had a feeling he'd be retreading Twins Effect II territory but fortunately that's not the case here. I hope he gets to do a follow up to this with himself in the central role, since the film does leave itself open for a sequel.<br /><br />Okay, so let's get down to the directing, which again is kinda all over the place, Lau gives too much time to the Stephen Chow-esquire nonsense comedy, which includes a scene where Tripitaka in order to toughen himself up, dresses up as Spider-Man, which I assume lead to many a head scratching moment since the film is meant to be set in Ancient China. He does create some really nice and tender moments between the two leads and does delve into sappy territory but this reviewer does enjoy a bit of sap on occasion so it didn't bother me in the slightest.<br /><br />Right, now onto the CGI, which for the most part is quite bearable, there are a lot of moments which probably belong on a PS2 like many other reviews have stated but there are some cool moments particularly the scene in which Monkey battles a flying minion. A lot of the CG gags are provided in the form of the golden staff which turns into a range of different things, ranging from a giant fly swatter to a mech suit straight out of The Matrix Revolutions. So yeah, it sounds crazy but I guess you'd have to see it to believe it.<br /><br />Right, so in closing A Chinese Tall Story isn't a movie without it's flaws but it keeps itself together long enough to be able to entertain and generally be a overall enjoyable movie. If all of the above doesn't swing you to see it how about I put it this way, it's much better then Twins Effect II.",movie
2141,"After seeing this film, I did not want my money back. I wanted my TIME back. I wanted that hour and a half back in my life - it was the most amazing, hideous torture to know that I had squandered precious minutes of my life on this dreck. I am scarred for life, and ever since this ""film"" entered my life I have had trouble sleeping. I am trying to suppress the memories, really I am. . . but they make me want to burn things.<br /><br />",movie
2142,This was the first of Harlan Coben's books that I read. I truly enjoyed reading the book from beginning to end. This is one of those books that I wish didn't end.,book
2143,Good book. One of my all time favorites. I've always been in love with the concept of getting lost in another world and having an adventure.,book
2144,"With a pandemic going on my husband and I put off our first visit here an entire 7 months. 
It was so worth the wait! We went late night on a Thursday, perfect time to go. No one else around but us and the employees. They are such great ladies, personable and down to earth. Totally love that. Even with it being closer to their closing time everything was still presentable and the service was fantastic. My husband and I weren't treated any differently using our voucher from local flavors.com. We ordered 2 carnitas tacos, 2 steak burritos, some chips and a side of queso. 
Froze the burritos at home to eat later but everything was delicious. I'm originally from the west coast and it gave me some nostalgia eating burritos in East L.A. 
So happy there is a place in Dr. Phillips that's feels more like home rather than a stuffy restaurant. 
Highly recommended for my locals. Your stomach will thank me.",restaurant
2145,Best food ever!!! Me and my nurse friends always come here after work and the service and atmosphere is great!,restaurant
2146,Lovely cafe with adorable decorations. I enjoyed my rose cardamon latte and the rose water energy ball. I'd say the coffee price is on the higher end but more than happy to pay for the amazing,restaurant
2147,"This documentary on schlockmeister William Castle takes a few cheap shots at the naive '50s-'60s environment in which he did his most characteristic work--look at the funny, silly people with the ghost-glasses--but it's also affectionate and lively, with particularly bright commentary from John Waters, who was absolutely the target audience for such things at the time, and from Castle's daughter, who adored her dad and also is pretty perceptive about how he plied his craft. (We never find out what became of the other Castle offspring.) The movies were not very good, it makes clear, but his marketing of them was brilliant, and he appears to have been a sweet, hardworking family man. Fun people keep popping up, like ""Straight Jacket""'s Diane Baker, who looks great, and Anne Helm, whom she replaced at the instigation of star Joan Crawford. Darryl Hickman all but explodes into giggles at the happy memory of working with Castle on ""The Tingler,"" and there's enough footage to give us an idea of the level of Castle's talent--not very high, but very energetic. A pleasant look at a time when audiences were more easily pleased, and it does make you nostalgic for simpler movie-going days.",movie
2148,"Food was really bland and the sauce tastes like ketchup. Chef Boyardee even has more flavor. Really overpriced too, $20 for 5 raviolis that are flat with barely any filling and no bread came with the order so we had to use what we had at home plus use salt and pepper on everything. Super disappointed, not sure why there's such great reviews. Maybe from people who didn't grow with Italian food.",restaurant
2149,"I thought it was excellent material for good actors. There are unstereotyped characters and a great story, about the loss of innocence and guilt. A most interesting book",book
2150,"THE BEST HAWAIIAN FOOD IN PDX-- Chelsy is an amazing cook!! The Kalua pig is juicy and perfectly cooked, and the shoyu chicken is to die for. I crave the Portuguese sausage dish every day... if you're on the hunt for local grinds in the Portland area this is definitely the spot:))",restaurant
2151,"Best dimsum I have tried so far. The protocol for pandemic was excellent and the restaurant was clean. Great service. 

This place exceeds my expectations and is covid friendly.",restaurant
2152,I'm very disappointed i went to get some tacos today first I asked the guy if they had alpastro he said yes I said with pineapple bc some restaurants don't put pineapple he said everything is in it I said so yes pineapple he said rudely I can't take nothing out I said I like pineapple thats why I'm asking so he then walks away without taking my order 1min later comes back so I ask for 2 tacos of steak  which he give in less then 3 min meat was not cook all they way I end up throwing tacos away! This place has rude employees even at the register  lady was rude.,restaurant
2153,"Not only was this movie better than all the final season of H:LOTS. But it was better than any movie made for TV I have ever seen!<br /><br />Looking at the ""Top 250"" I see that only one small screen movie has made it: How the Grinch Stole Christmas. I think it is time to increase that group to 2.<br /><br />I will admit that the original series had several shows that were better than this, but I didn't mind. I just LOVED being able to enter the world of the Baltimore Homicide Squad again!",movie
2154,"Valley of the Sun contains wonderful storys that you can read again and again. They are to the point, sharp and concise. If you have not traveled to Arizonia or New Mexico all you have to do is read this book. Pay close attention to L'Amour's descriptions and you will be able to save your money or you will want to go so bad you can not stand it. The storys in this book are fun and easy to read. I recommend it to any one who likes a good read.",book
2155,"I called the restaurant this past Saturday to make a reservation.i was told politely that they didn't take reservations, I could understand that being such a busy restaurant on the weekends.  I was told to come in and they would be happy to accommodate me my girlfriend and her young daughter. When we arrived at the restaurant we were greeted by the most unpleasant of personality at the door and as if  we were trespassers rather than patrons and told immediately  sorry we dont have anything keep in mind it was only 7:00pm I said excuse me you have nothing at the moment. Can we put our names in. She repeated we have nothing. We turned and left . I can't imagine this is standard for how you run ur reasturant.  We will NOT be back and be sure to tell all our family and friends how we were treated that night.",restaurant
2156,"Lil Pimp is the story of a little boy who becomes a pimp. The animation and voice acting were perfect for this type of film.<br /><br />I laughed out loud for the first 20 minutes or so of this movie; mostly at the concept. After that, the joke wore thin. As a 15-20 minute animated short, Lil Pimp would have been a classic. Instead, this movie consists entirely of one joke that lasts far too long.<br /><br />Weathers, voiced by Ludicrous, does have several crude and funny one-liners. Unfortunately, that is all the boy's pet rat is good for as he contributes nothing else to the story. Eventually, I grew as bored with his remarks as I did the rest of this movie.<br /><br />I am a big fan of South Park, and other animation aimed at adults. I also play several online pimp games, so I am partial to stories about pimps. The transition from little boy to lil pimp was brilliant; but after that, both the story and dialog became redundant and predictable.<br /><br />I give this movie a five. It is worth watching for the great concept and voice acting. Just do not expect much else or you will be quite disappointed.",movie
2157,Waited 30 minutes for my food and guess what....the seafood still frozen it was horrible. They did however off to put my mussels back on the grill. Threw away both meals. Won't ever eat there again.,restaurant
2158,"It was hard to read this book at first because of Kate Chopin's style of writing. But once I got used to it after a few pages, I really got into the book. The reader really comes to feel Edna's pain and want for freedom. I must give Chopin tons of props for having enough courage to write a strong female character and daring to use sensuality and lust in her book, even though it was written in the late 1800s (a time that even mentioning a passionate kiss on the lips in literature was forbidden). I got so into the book that I felt as if I were Edna living in a opressed world. Read this book to learn or get more knowledge on how women were treated during the Victorian Era...it is a must read!",book
2159,"""Her Cardboard Lover"" is Norma Shearer's last movie. She quit the movies and, I think, joined the Board of Directors at MGM. That was a good move on her part. ""Her Cardboard Lover"" was talky and boring in parts. It was obvious there were only a handful of actors with speaking parts so they had a lot of dialogue to speak to keep this turkey afloat. <br /><br />The story was a good idea about a wealthy woman (Norma Shearer) hiring a man (Robert Taylor) to make her playboy fiancee (George Sanders)jealous. I am surprised that the director, George Cukor, did not cut many of the talky scenes between Ms. Shearer and Mr. Taylor. Mr. Cukor served Ms. Shearer well in ""The Women"" but not in this movie. <br /><br />The best performance in the movie was given by Robert Taylor. During Mr. Taylor's career, he was given his best comedy roles in this movie and ""When Ladies Meet"" in 1941. In 1942, he gave his best comedy performance in ""Her Cardboard Lover"" and, up to then, his best dramatic performance in ""Johnny Eager."" He had a busy year. I think of all the actors at MGM, Mr. Taylor worked with all the major and minor actresses on the lot. Also, MGM gave Mr. Taylor all types of movies to make - most of them were successful. That is why MGM kept him for 25 years. <br /><br />Mr. George Sanders was very good as a socialite heel. He played a similar role eight years later in ""All About Eve"" for which he won an Oscar for a supporting role. As for Ms. Shearer, this was one of her worst performances, she was not funny and too dramatic for this comedy. It is strange that she made a great comedy in 1939, ""The Women"", and gave her best performance. It was obvious that she was too old looking for her younger leading men in ""Her Cardboard Lover."" Also, it didn't help that some of her clothes were awful.<br /><br />Too bad she and Mr. Taylor did not make another dramatic movie like their last movie together, the superb ""Escape"". The same comments about this movie can be said of another movie, ""Personal Property"" that Mr. Taylor made in 1937 with Jean Harlow. It was too talky, boring, and the actress looked old. Ms. Harlow looked ill throughout the movie and nobody in Hollywood noticed to tell her to see a doctor, so in 1937, she died at age 26. What a waste! She was becoming a good actress and getting better roles.",movie
2160,"Went here for dinner after walking the beltline. Liked the variety of the foods on the menu and enjoyed most of the tapas (small plates) they offered. I personally ordered the Miso Ramen, which disappointed me. It came with a poached egg on top but it was undercooked (as in, there were raw egg whites which made it inedible). The soup itself wasn't anything remarkable. The Roti was fantastic though. Service was good. Don't know if i would come back unless invited.",restaurant
2161,"We had dinner a few days ago to celebrate the birthday and the truth is that we left quite disappointed. The main problem is the service of the waiters, both the person who helps you at the salad bar and the waitresses who serve you at the table. We were told that because of the covid, they now bring the meat to the table without asking for it. Ten minutes passed and the first of the meats had not yet arrived. We had to call their attention several times to bring food. The worst thing is that the waitresses who wait on the tables spent time talking among themselves whispering about the customers instead of worrying about what was really important. Clearly it is not worth spending so much money for the entire menu since they take advantage of the fact that they only bring three or four types of meat instead of the eighteen that they advertise.",restaurant
2162,"What a thrill to be allowed to comment prettily on this book. In fact what a thrill it is to live in a time when so many domestic conveniences at our disposal give us the extra time that is needed to read great literature like this - of course, after we've completed our chores and accommodated our sweetheart's every whim and appetite. I, for one, am so pleased to be allowed occasional and appropriately limited access to a modern computer after my Husband and his children have gone to bed - it's 4 AM as I write this! - so that I can share my thoughts about this book. [Would it be appropriate for me to suggest that American women take a moment every day to thank Men for permitting us - no, even encouraging us - to learn to read in the first place? Again, how fortunate we are to live in a modern society where (even though we haven't the capacity to make intellectual contribution, and thus must realize that reading and writing by women is frivolous recreational activity with no actual value to society) women are allowed books, and writing instruments!] Ah, but I've strayed from the topic. (Silly little me! how this would amuse my Man, who lies sated in a nearby room!) My purpose here is twofold: One, I wish to recommend this book with 2 girlish thumbs up and suggest that every girl in America read Fascinating Womanhood and respond appropriately to its Teachings. Two, and only because matters of female physical attractiveness and appearance of youth and childishness - manufactured, if necessary - are of such fundamental importance, I humbly request information from a reader, publisher, or perhaps, the author, herself. Can someone correct my imperfect reasoning --- what woman can perform even the simplest math, after all! -- and explain why dates of birth and college entry in an author's bio suggest that Mrs. Andelin is soon to be 80 years old, when her publicity photos (book cover, The Fascinating Girl, and Author's home page, Andelin-2000.com) depict a woman of 18 or 19? You are truly a goddess, Ms. Andelin! Thank you so much, everyone, for listening to my insignificant and superficial female thoughts on a subject of such great importance - how we might better prepare ourselves to achieve our highest calling - that of ornament, domestic, and sex slave to the good - or bad! - men who would take us as their wives.",book
2163,"The most amazing, spiritually uplifting movie about the restoration of the gospel. Far better than any other film, or movie made about the restoration thus far. If you haven't seen it, hop on a plane to Salt Lake and see it now. You won't regret it! You truly get a sense of what the first saints had to struggle through, putting complete and total faith in there prophet Joseph Smith. You finally get some sort of comprehension of the things the prophet had to fight through and the persecutions he and his people faced. If you have any questions about the Church of Jesus Christ of Latter-days Saints and our humble beginnings just watch this movie, it will make complete and total sense afterward.",movie
2164,"Was out and about and had a taste for pizza. Due to COVID-19 I wanted to call in my order because of the possibility of increased wait time. The young lads on the phone was pleasant and took my order with no problems. She mentioned that due to Covid-19 the restaurant was tacking on an automatic 20% to assist the previous employees that were laid off...hmmmmm okay. I was told the food would be ready in 20/25 min and we ended the call. 

The food came out within the timeframe given and I actually gave an additional tip because she brought it out to the car. So here comes the two-star rating: I get home and the bottom of the pizza is burnt; I mean it's black and overcooked. Also the skimmed on the toppings. I asked for spinach and garlic to be added and received two small strings of spinach and no garlic. Needless to say I will not be going back not recommending this establishment to anyone in the future. Btw, I called to complain about my order and was put on hold for over 7min. I hung up...",restaurant
2165,"Dr. Barton has done a magnificent job of introducing the Roman world to the modern reader. Throughout the book, she makes reference to the differences between modern culture and that of the Romans without simplification. This was not an easy task, since the book will probably not be a disappointment either to a well-read Classics scholar or a beginner in both its clarity and thoroughness. Dr. Barton did a great job in weaving together the various texts of the Roman world into a complete picture that is captivating. Yet, I never felt lost, even as a beginner in this area. For me, 'Roman Honor' was a real eye-opener, not only to the Roman world but to my own. I think Dr. Barton offers marvelous insights into the roots of modern society while exploring an ancient culture. One of the best books I've read in a long time.",book
2166,"As of the time I am writing this review 368 out of 398 reviewers gave this book a 4 or 5 star rating - that's 92% ""I liked it"" and ""I loved it"" ratings. With these many positive reviews there are some critical reviews as well that are worth reading to get a balanced overall review - there may actually be more (and likely are more) than 5 love languages or categories. The author has a significant amount of knowledge and experience regarding married couples and it is certainly worth considering his input. What will make the information in this book the most beneficial is incorporating it with personal experience, and this subject will likely be a ""work in progress"" project with a focus on getting better everyday to result in a lasting, happy, and fulfilling marital arrangement.My favorite review is ""Learning to Speak, December 23, 2010"" where the reviewer's review could have been a superb foreword for this book. May I suggest reading it as in my opinion it is brief, clear, and simple. If you have time consider reading the other reviews and comments too.Of course, some may not agree or totally agree with this book's author; however, the subject of marriage is simple, yet complexed - and even compounding at times.In my opinion this is one of the better books on this subject. There is some good material here making it worth considering reading it.This book did stimulate my thinking on the different viewpoints in marriage and if you'd like to read my comments on this marriage subject contine, if not please feel free to move on. I am just hoping that some of these thoughts may help some considering marriage or who are already married.Some believe that men and women basically use different parts of their brains. Often heard are: ""The left brain thinks, the right brain feels."" ""The left brain analyzes, the right brain intuits."" ""The left brain is logical, the right brain is emotional."" Likely, our thinking, feeling, and loving are more complex than these simple statements; yet, at least on occasion (likely more often) men and women think and feel differently and express themselves differently - the author of this book identifies, categorizes, and classifies love into five languages. I would add one additional language, which is the ability to sincerely and promptly say ""I'm sorry"" from one's heart. From my 45+ years of marriage and from what I have learned from many others, a successful, lasting, and happy marriage involves two great forgivers and apologizers. In my three and a half decades of managing people I have found that those who never or almost never say ""I'm sorry"" have difficulties with their working and personal relationships.A husband and a wife differ to varying degrees about how they both think and feel about things, and this is in harmony with how the Creator said regarding Adam that He was going to make a helper for him, as a complement of him (not an identical twin of him - she was made different in a good way). A complement completes, perhaps making something just right. A husband and wife will benefit from loving each other, especially as the other person wants and needs to be loved.Couple this with deep respect and you hold the two keys to a successful, lasting, and happy marriage and family life - Love and Respect.Hopefully adding this thought will help your loving and respectful marriage grow more each and every day: ""I love you more today than yesterday, but only half as much as tomorrow.""And one additional thought: ""It is more beneficial for me to be respectful and loving in all that I do, than for me to be loved (something I very much want).""Every marriage has the potential to be successful, lasting, and happy, especially using the two keys of ""Love"" and ""Respect."" Your marriage can be a most precious, valuable, and wonderful gift by using these two keys with sincerity and heartfelt caring; and, never let pride, the childish silent treatment, or other unloving disrespectful traits mar your treasured marriage!A good ""PRIDE"" antidote expressed before the end of the day: ""I'm sorry - I was mistaken - How can I make it up to you? - I'll do my best to be better - Will you please forgive me?""A good ""CHILDISH SILENT TREATMENT"" antidote as soon as possible: Rescue the loving, caring, and respect adult within you. ""Whining"" and ""I won't talk to you"" are childish - they rarely worked in childhood and have no place among true adults. ""Scolding"" and ""Lecturing"" is easily blocked out. The best communications are loving, caring, and respectful adult expressions coupled with a big dose of attentive listening and understanding.In ballroom dancing it has been said that ""it takes two to tango,"" and ""it takes one to lead."" Many have found a successful, permanent, and happy marriage includes three - the loving husband, the respectful wife, and the Creator and Author of marriage (who perfectly knows what's best).A good question to ask yourself at the beginning of each day: ""What will I do today that shows I both love and respect my spouse?"" TIP: While certainly one positive act or action daily is a good start, many are even better and will bring more benefits.ADDITIONAL BENEFICIAL READING: ""One Minute for Myself [Yourself]: How to Manage Your Most Valuable Asset"" by Spencer Johnson, MD - while it is good to have a great relationship with your spouse; it is essential to have a good relationship with yourself, especially if your goal is to love your neighbor as yourself. Keep in mind if this is one of your goals that your closest neighbor is your spouse. Good relationships with ourselves and others I believe is what our true success in life is all about. My thought is that one needs a good relationship with oneself first in order to have good relationships with others - and it is wise to pursue ""self-respect"" by being respectful of yourself and all others. I like the thought of ""self-respect"" rather than ""self-esteem"" because it is easily possible to think too much of oneself; better to just focus on being respectful, caring, loving, and having proper self-respect.ADDENDUM: One of best ways to tell your spouse ""I Love You"" is to say ""I love you just the way you are."" The principle here is if you want to be accepted in any relationship you should give your acceptance first. How many of us really want someone to relentlessly badger us to change this or change that about ourselves. Change in itself can be difficult, but that is another subject to consider.",book
2167,This place is the ABSOLUTE best. It's a mom and pop Thai place and you are always treated with kindness when you come in to eat and even when you get to-go. Also this is by far the best Thai food in the area as well. My coworkers and I either go in to eat or (lately) get it to-go to eat at the office as it is close by. I honestly sad that it is not closer to my house because I would probably eat there more often! I love the Penang curry and the cheese bikinis and get them every time! Bottom line is that owners here always go above and beyond and I would recommend this place to anyone without a second thought!,restaurant
2168,"This is a series that makes excellent &quot;k&quot;night time reading! Sparhawk, champion of the crown of Elenia, searches for a cure when his young queen becomes fatally ill, only surviving by the life's energy of a group of magic-wielding knights and their teacher. Along with a small band of warriors, a small styric woman (whose mystical powers are legendary) and a young thief named Talen. They ride, sail and fight their way across harsh lands, to not only find a cure, but stop a scheming priest's maniacal desire for power before time runs out!",book
2169,They just cancel our order for no reason after waiting for 45 minutes and 12 minutes after they were supposed to deliver. Trying to support local restaurants. Very disappointing.,restaurant
2170,"I found myself watching Sex Lives Of The Potato men with a furrowed brow, puzzled why so many talented and witty comedians decided to be involved in a film so totally devoid of humour.<br /><br />Poo and wanking jokes are funny when you're eleven. Eighteen plus and you begin to lose friends around the water cooler.<br /><br />Maybe some enjoyment could be had from this movie if you're the kind of person who frequently plays practical jokes involving dog mess, brown bags and matches, or maybe partake in 'man' competitions on nights-out by imbibing companions' vomit/urine etc when you're not back at your parent's basement punching your teenage wife.<br /><br />Even then ""Sex Lives..."" it's hard to recommend. Perhaps if you're really weirdly into masochistic cranial surgery and spend your evenings happy slapping the elderly or watching toilets flush, you might think a close-up of a bogie is worthy of cinematic distribution.<br /><br />I'd discuss characterisation, narrative or performances had I not zoned completely out following the lengthy tuna-paste/vagina comparison.",movie
2171,"Very heart warming and uplifting movie. Outstanding performance by Alisan Porter (Curly Sue). I saw this movie when it was first released and enjoyed it immensely. I just caught it again on the Mplex channel, and Curly Sue touched my heart again.",movie
2172,Best bread and pastry in lower mainland.  Way better than Terra. Environment is comfortable. Service is very friendly,restaurant
2173,"I first saw this film when I was about 8 years old on TV in the UK (where it was called ""Laupta: The Flying Island""). I absolutely loved it, and was heartbroken when it was repeated a while later and I missed it. I was enchanted by the story and characters, but most of all by the haunting and beautiful music. It would have been the original English dubbed version which I saw - sometimes erroneously referred to as the ""Streamline Dub"" (the dub was actually by Ghibli themselves and only distributed by Streamline) which is sadly unavailable except as part of a ridiculously expensive laser disc box-set.<br /><br />Unfortunately I feel that the release has been partly spoiled by Disney. The voice acting is OK but the dialogue doesn't have the same raw energy that the ""streamline"" dub or the original Japanese had, and I think James Van Der Beek sounds too old to play the lead. They have made some pointless alterations, such as changing the main character's name from ""Pazu"" to ""Patzu"", and added some dialogue. But worst of all I feel that they have ruined many scenes with intrusive music - the opening scene of the airships for example was originally silent but has been spoiled thanks to Disney's moronic requirement that there be music playing whenever anyone is not speaking, which I find annoying in many Disney films.<br /><br />This film still blows away most recent animated films, and I cannot recommend it highly enough. The plot is simple yet captivating and the film shows a flair which is sadly missing from most modern mass-market, homogenized animation.",movie
2174,"This is a very dull film with poorly developed characters, subplots that go nowhere, and barely tolerable acting. It comes across as a poorly conceived rip-off of ""2001.""<br /><br />The only thing making it worthwhile are the sets and costumes and visual effects. But even that wasn't enough to keep me from nodding off. I would like to get the soundtrack, especially the music during the space flight sequence, for nights when I have trouble falling asleep.",movie
2175,I love this book and always enjoy re-reading it. It is a timeless classic and a great value on Amazon.,book
2176,"Although I'm not a fan of sci-fi/fantasy, the title caught my eye. I picked this book up on a lark, and thoroughly enjoyed myself. As as result, I have read each book in the Magic Kingdom series. These books are simply light frothy confections guaranteed to take us away from our ordinary lives. Terry Brooks' tongue-in-cheek writing style adds a level of humor to the stories that had me laughing out loud. There is only one problem: it takes too long for new books in the series to come out!",book
2177,"Power Rangers, the completely awful kid's show from the 1990s still continues to disturb young children with it's complete cheesiness, and awful settings.<br /><br />This show was not entertainment, it was an excuse to teach children violence in showing kids how to fight one another in order to solve their differences.<br /><br />The toys were further demonstration in how to promote a violent television show and such.<br /><br />I have never been able to figure out what the purpose of this completely ridiculous show ever was.<br /><br />As such, it remains one of the worst kids shows ever made.",movie
